,#R1,#R2,#R3,#R4,#R5
72718,0,0,0,0,0
72719,0,0,0,0,50
72720,0,0,0,0,50
72721,0,0,0,0,5
72722,0,0,0,0,50
72723,0,0,0,0,50
72724,0,0,0,0,1
72725,0,1,0,5,44
72726,0,0,0,1,16
72727,0,1,0,5,44
72728,0,0,0,0,14
72729,0,1,0,5,44
72730,0,1,0,5,44
72731,0,0,1,1,30
72732,0,1,0,5,44
72733,0,0,0,0,0
72734,0,0,0,0,0
72735,0,0,0,0,0
72736,0,0,0,0,18
72737,0,0,0,0,5
72738,0,0,0,1,1
72739,0,0,0,0,18
72740,0,1,0,5,44
72741,0,0,0,0,23
72742,0,1,0,5,44
72743,0,0,0,0,0
72744,0,0,0,0,50
72745,0,0,0,0,50
72746,0,0,0,0,0
72747,0,0,0,0,18
72748,0,0,0,0,0
72749,0,0,0,0,0
72750,1,0,1,0,8
72751,1,0,1,0,8
72752,1,0,1,0,8
72753,0,0,0,0,0
72754,0,0,0,0,10
72755,0,0,0,0,2
72756,0,0,0,0,10
72757,0,1,0,5,44
72758,0,0,0,0,10
72759,0,0,0,0,14
72760,0,0,0,0,50
72761,0,0,0,0,1
72762,0,0,0,0,14
72763,0,0,0,3,27
72764,0,0,0,0,0
72765,0,0,0,0,1
72766,0,0,0,0,14
72767,0,0,0,0,0
72768,0,0,1,0,49
72769,0,0,0,1,31
72770,0,0,0,1,31
72771,0,0,0,1,31
72772,0,0,0,0,1
72773,0,0,0,0,1
72774,0,0,0,0,1
72775,0,0,0,0,1
72776,0,0,0,0,1
72777,0,0,0,0,1
72778,0,0,0,1,49
72779,0,0,0,2,48
72780,0,0,0,2,10
72781,1,0,1,2,46
72802,0,0,0,0,2
72803,0,0,0,0,2
72808,0,0,0,5,26
72828,0,0,0,0,0
72829,1,0,1,1,47
72830,1,0,1,1,47
72831,0,0,0,0,1
72832,0,0,0,0,1
72833,0,0,1,1,48
72834,0,0,0,0,2
72835,0,0,0,0,2
72836,0,0,0,1,15
72837,0,0,0,0,2
72838,0,0,0,0,1
72839,0,0,0,3,47
72840,0,0,0,3,47
72841,0,0,0,3,47
72842,0,0,0,3,47
72843,0,0,0,3,47
72844,0,0,0,0,1
72845,0,0,0,1,23
72846,0,0,2,2,46
72847,0,0,0,1,23
72848,0,0,0,1,23
72849,0,0,2,2,46
72850,0,0,0,1,23
72851,0,0,0,1,23
72852,0,0,0,0,50
72853,0,0,1,0,4
72854,0,0,0,1,16
72855,0,0,0,1,16
72856,0,0,0,1,15
72858,0,0,0,0,3
72859,0,0,1,1,24
72860,0,0,1,1,24
72861,0,0,0,4,27
72862,0,0,0,4,27
72863,0,0,1,4,45
72864,0,0,1,4,45
72865,0,0,1,4,45
72866,0,0,0,6,17
72867,0,0,0,0,12
72868,0,0,0,0,0
72869,0,0,0,0,2
72870,0,0,1,1,48
72871,0,0,0,0,10
72872,0,0,0,6,17
72873,0,0,0,3,47
72874,0,0,0,6,17
72875,0,0,0,1,23
72876,0,0,0,0,1
72877,1,0,1,1,47
72878,1,0,1,1,47
72879,1,0,0,6,43
72880,1,0,0,6,43
72881,1,0,0,6,43
72882,1,0,0,6,43
72883,1,0,0,6,43
72884,1,0,0,6,43
72885,1,0,0,6,43
72886,1,0,0,6,43
72887,1,0,0,6,43
72888,1,0,0,6,43
72889,1,0,0,6,43
72890,0,0,0,1,9
72891,1,0,0,6,43
72892,1,0,0,6,43
72893,0,0,0,1,9
72894,1,0,0,6,43
72895,0,0,0,0,10
72896,1,0,0,6,43
72897,1,0,0,6,43
72898,0,0,2,2,46
72899,0,0,1,1,24
72900,0,0,0,0,10
72901,0,0,0,0,10
72902,0,0,2,2,46
72903,0,0,0,0,6
72904,1,0,0,6,43
72905,0,0,2,2,46
72906,0,0,0,1,49
72907,0,0,0,1,49
72908,0,0,0,1,49
72909,0,0,0,0,5
72910,0,0,0,0,5
72911,0,0,0,0,0
72912,0,0,0,2,48
72913,0,0,0,1,18
72914,1,0,0,6,43
72915,1,0,0,6,43
72916,1,0,0,6,43
72917,0,0,0,0,0
72918,1,0,0,6,43
72919,0,0,0,0,0
72920,1,1,1,2,45
72921,1,0,0,6,43
72922,1,0,2,14,33
72923,0,0,0,0,0
72924,1,0,0,6,43
72925,0,0,0,3,28
72926,0,0,0,2,48
72927,0,0,0,0,22
72928,1,0,0,6,43
72929,1,0,0,4,22
72930,1,0,0,6,43
72931,0,0,0,1,4
72932,0,0,0,0,3
72933,0,0,0,2,39
72934,0,0,0,1,16
72935,0,0,0,0,0
72936,0,0,0,2,13
72937,0,0,1,2,13
72938,0,0,0,0,38
72939,0,0,0,7,43
72940,0,0,0,7,43
72941,0,0,0,0,0
72942,1,0,1,4,29
72943,1,0,1,1,47
72944,0,0,0,0,0
72945,0,0,0,1,49
72946,0,0,0,3,47
72947,0,0,0,1,49
72948,1,0,1,1,47
72949,0,0,0,3,47
72950,1,0,1,1,47
72951,0,1,0,5,44
72952,0,0,0,2,46
72953,0,0,0,0,9
72954,0,0,0,0,9
72955,0,0,0,1,18
72956,0,0,0,0,0
72957,0,0,0,0,0
72958,0,0,0,0,0
72959,0,0,0,0,50
72960,0,0,0,0,1
72961,0,0,0,0,25
72962,0,0,0,0,1
72963,0,0,0,0,0
72964,0,0,0,2,40
72965,0,0,0,0,1
72966,0,0,0,0,11
72967,0,0,0,0,10
72968,1,0,0,6,43
72969,1,0,0,6,43
72970,0,0,0,0,0
72971,0,0,0,0,12
72972,0,0,0,4,46
72973,0,0,0,0,0
72974,1,0,2,14,33
72975,0,0,0,0,12
72976,0,0,0,7,43
72977,0,0,0,0,12
72978,0,0,0,0,12
72979,0,0,1,2,47
72980,0,0,0,2,48
72981,0,0,1,4,45
72982,0,0,0,0,12
72983,0,0,0,0,0
72984,0,0,0,2,48
72985,0,0,0,2,48
72986,0,0,0,0,12
72987,0,0,0,0,12
72988,0,0,2,7,41
72989,0,0,0,2,48
72990,0,0,0,1,49
72991,0,0,3,4,43
72992,0,0,0,2,21
72993,0,0,0,0,0
72994,0,0,0,2,48
72995,0,0,0,2,48
72996,0,0,0,0,12
72997,0,0,1,7,39
72998,0,0,0,0,0
72999,0,0,0,0,0
73000,0,0,0,2,35
73001,0,0,0,2,48
73002,0,0,0,2,35
73003,0,0,0,0,0
73004,0,0,0,2,35
73005,0,0,0,2,35
73006,0,0,0,2,13
73007,0,0,0,1,49
73008,0,0,1,0,8
73009,0,0,0,1,18
73010,0,0,0,3,30
73011,0,0,0,0,3
73012,0,0,0,1,7
73013,0,0,0,0,2
73014,0,0,0,0,3
73015,0,0,0,0,2
73016,0,0,0,0,2
73017,0,0,0,4,46
73018,0,0,0,0,3
73019,0,0,0,0,39
73020,0,0,0,4,46
73021,0,0,0,2,48
73022,0,0,0,0,0
73023,0,0,0,4,46
73024,0,0,0,2,48
73025,0,0,0,0,1
73026,0,0,0,0,39
73027,0,0,0,2,48
73028,0,0,0,2,48
73029,0,0,0,4,46
73030,0,0,0,2,22
73031,0,0,0,2,48
73032,0,0,0,0,1
73033,0,0,0,4,46
73034,0,0,0,0,50
73035,0,0,0,0,0
73036,0,0,0,4,46
73037,0,0,0,1,4
73038,0,0,0,1,4
73039,0,0,0,2,22
73040,0,0,0,2,22
73041,0,0,0,2,22
73042,0,0,2,1,10
73043,0,0,0,0,0
73044,0,0,2,1,10
73045,0,0,0,3,47
73046,0,0,2,1,10
73047,0,0,0,0,10
73048,0,0,3,0,47
73049,0,0,0,0,0
73050,0,0,0,2,48
73051,0,0,0,1,7
73052,0,0,0,0,50
73053,0,0,2,1,10
73054,0,0,0,3,47
73055,0,0,0,0,7
73056,0,0,0,3,19
73057,0,0,0,3,47
73058,0,0,2,1,10
73059,0,0,2,1,10
73060,0,0,0,3,47
73061,0,0,0,0,34
73062,0,0,0,0,10
73063,0,0,0,0,34
73064,0,0,0,0,34
73065,0,0,0,0,7
73066,0,0,0,2,46
73067,0,0,0,3,2
73068,0,0,0,0,10
73069,0,0,0,2,48
73070,0,0,0,2,48
73071,0,0,0,4,46
73072,0,0,0,1,49
73073,0,0,0,1,49
73074,0,0,0,0,0
73075,0,0,0,0,0
73076,0,0,0,0,0
73077,0,0,0,3,47
73078,0,0,0,3,47
73079,0,0,0,2,40
73080,0,0,0,1,49
73081,1,0,0,3,46
73082,1,0,0,3,46
73083,1,0,0,3,46
73084,1,0,0,3,46
73085,0,0,0,1,49
73086,0,0,1,1,48
73087,0,0,0,1,49
73088,0,0,1,1,48
73089,0,0,1,1,48
73090,0,0,0,2,48
73091,0,0,0,3,47
73092,0,0,0,3,47
73093,0,0,0,3,47
73094,0,0,0,2,48
73095,0,0,0,2,48
73096,0,0,0,2,48
73097,0,0,0,2,48
73098,0,0,0,1,49
73099,0,0,0,1,49
73100,0,0,0,1,49
73101,0,0,0,1,44
73102,0,0,0,1,1
73103,0,0,0,1,3
73104,0,0,1,2,47
73105,0,0,1,2,47
73106,0,0,0,1,49
73107,0,0,0,1,49
73108,0,0,0,1,49
73109,0,0,0,1,49
73110,0,0,0,1,49
73111,0,0,0,1,49
73112,0,0,0,1,49
73113,0,0,0,0,1
73114,0,0,0,1,4
73116,0,0,0,2,48
73117,0,0,0,0,5
73118,0,0,0,2,19
73119,0,0,0,2,46
73120,0,0,0,1,16
73121,0,0,0,0,0
73122,0,0,0,1,26
73123,0,0,0,1,16
73124,0,0,0,2,21
73125,0,0,0,1,16
73126,0,0,1,2,47
73127,0,0,1,2,47
73128,0,0,1,2,47
73129,1,0,2,14,33
73130,0,0,0,1,16
73131,0,0,0,2,21
73132,0,0,0,0,0
73133,0,0,0,0,10
73134,0,0,1,2,47
73135,0,0,0,0,10
73136,0,0,1,2,47
73137,0,0,0,2,48
73138,1,0,2,14,33
73139,0,0,0,0,10
73140,0,0,1,4,45
73141,0,0,1,4,45
73142,0,0,0,0,10
73143,0,1,1,2,46
73144,0,0,1,2,47
73145,0,0,1,2,47
73146,0,0,2,2,46
73147,0,0,2,2,46
73148,0,0,1,3,46
73149,0,0,0,3,13
73150,0,0,0,0,4
73151,0,0,0,1,16
73152,0,0,0,1,16
73153,0,0,0,0,6
73154,0,0,0,1,16
73155,0,0,0,1,16
73156,0,0,0,1,32
73157,0,0,0,4,46
73158,0,0,0,0,10
73159,0,0,0,1,16
73160,0,0,0,1,16
73161,0,0,0,1,16
73162,0,0,0,1,49
73163,0,0,0,0,4
73164,0,0,0,1,49
73165,0,0,0,1,49
73166,0,0,0,0,10
73167,0,0,0,1,3
73168,0,0,0,1,3
73169,0,0,0,4,46
73170,0,0,1,0,4
73171,0,0,0,2,48
73172,0,0,0,0,1
73173,1,0,3,6,40
73174,0,0,0,0,1
73175,0,0,0,0,0
73176,0,0,0,0,7
73177,0,0,0,4,46
73178,0,0,1,2,47
73179,0,0,0,4,46
73180,0,0,0,4,46
73181,0,0,1,1,48
73182,0,0,1,2,47
73183,0,0,0,0,1
73184,0,0,1,2,47
73185,0,0,0,0,1
73186,0,0,0,4,46
73187,0,0,0,1,13
73188,0,0,0,0,1
73189,0,0,0,0,1
73190,0,0,0,1,21
73191,0,0,0,0,1
73192,0,0,0,1,16
73193,0,0,0,1,16
73194,0,0,0,4,19
73195,1,0,2,14,33
73196,0,0,0,4,46
73197,0,0,0,0,10
73198,0,0,0,4,46
73199,1,0,2,14,33
73200,0,0,1,4,45
73201,0,0,1,4,45
73202,0,0,1,4,45
73203,0,0,1,4,45
73204,0,0,1,4,45
73205,0,0,0,0,10
73206,0,0,0,0,10
73207,0,0,0,0,10
73208,0,0,0,0,24
73209,0,0,0,4,46
73210,0,0,1,2,47
73211,0,0,0,0,1
73212,0,0,1,1,48
73213,0,0,1,2,47
73214,0,0,0,0,39
73215,0,0,0,0,39
73216,0,0,0,0,1
73217,1,1,0,2,46
73218,0,0,0,3,19
73219,0,0,0,3,19
73220,0,0,0,0,18
73221,0,0,0,1,30
73222,0,0,0,0,39
73223,0,0,0,0,0
73224,0,0,0,1,30
73225,0,0,0,0,39
73226,0,0,0,1,30
73227,0,0,0,0,0
73228,0,0,0,0,39
73229,0,0,0,2,48
73230,0,0,0,2,48
73231,0,0,0,1,30
73232,0,0,0,0,2
73233,0,0,0,0,2
73234,0,0,0,1,18
73235,0,0,1,5,44
73236,0,0,0,2,48
73237,0,0,0,1,30
73238,0,0,0,0,19
73239,0,0,0,0,19
73240,1,3,3,9,34
73241,1,0,0,1,1
73242,1,0,0,1,1
73243,0,0,0,0,18
73244,0,0,0,0,18
73245,0,0,0,0,18
73246,0,0,0,0,18
73247,0,0,0,0,18
73248,0,0,0,2,48
73249,0,0,0,0,18
73250,0,0,0,0,18
73251,0,0,0,0,18
73252,0,0,0,0,18
73253,0,0,0,3,20
73254,0,0,0,1,21
73255,0,0,0,1,49
73256,0,0,0,2,6
73257,0,0,0,4,46
73258,0,0,0,0,1
73259,0,0,0,0,12
73260,0,0,0,1,49
73261,0,0,0,0,0
73262,0,0,0,0,0
73263,0,0,0,1,21
73264,0,0,0,0,15
73265,0,0,0,0,4
73266,0,0,0,0,15
73267,0,0,0,0,0
73268,0,0,0,4,23
73269,0,0,0,0,0
73270,0,0,0,0,5
73271,0,0,0,2,20
73272,0,0,0,0,5
73273,0,0,0,4,23
73274,1,1,0,2,26
73275,1,1,0,2,26
73276,0,0,0,0,2
73277,0,0,0,1,11
73278,0,0,0,2,20
73279,0,0,0,3,47
73280,0,0,0,2,24
73281,0,0,0,0,22
73282,0,0,0,1,11
73283,0,0,0,1,11
73284,0,0,0,1,11
73285,0,0,0,1,11
73286,0,0,0,1,11
73287,0,0,0,0,5
73288,0,0,0,5,45
73289,0,0,0,0,19
73290,0,1,2,6,41
73291,0,0,0,1,16
73292,0,0,0,0,3
73293,0,0,0,0,3
73294,0,0,0,0,1
73295,0,0,0,5,45
73296,0,0,0,1,10
73298,0,0,1,3,46
73299,0,0,0,2,48
73300,1,0,0,8,41
73301,0,0,0,0,22
73302,0,0,0,1,49
73303,0,0,0,1,49
73304,0,0,0,0,10
73305,0,0,0,1,15
73306,0,0,0,0,10
73307,0,0,0,1,7
73308,0,0,0,1,2
73309,0,0,0,0,3
73310,0,0,0,3,47
73311,0,0,0,0,12
73312,0,0,0,0,10
73313,0,0,0,0,11
73314,0,0,0,0,11
73315,0,0,1,0,11
73320,0,0,0,3,47
73321,0,0,0,0,0
73322,0,1,1,2,46
73323,0,0,0,2,13
73324,0,0,0,0,50
73325,0,0,0,4,46
73326,0,0,0,0,10
73327,0,0,0,3,47
73329,0,0,0,3,47
73330,0,0,0,0,10
73331,0,1,2,6,41
73332,0,0,0,0,10
73333,0,0,0,4,46
73334,0,0,0,4,46
73335,0,0,0,0,10
73336,0,0,1,2,27
73337,0,0,1,2,47
73338,0,0,1,2,47
73339,0,0,1,2,47
73340,0,0,1,2,47
73341,0,0,0,3,28
73342,0,0,0,0,6
73343,0,0,1,8,41
73344,0,0,0,0,12
73345,0,0,0,0,0
73346,0,0,0,0,18
73347,0,0,0,0,3
73348,0,1,1,2,46
73349,0,0,0,0,15
73350,0,0,1,3,46
73351,0,0,0,0,14
73352,0,0,0,0,1
73353,0,0,0,0,1
73354,0,0,0,3,47
73355,0,0,0,3,47
73356,1,0,1,12,36
73357,1,0,1,12,36
73412,0,0,0,0,2
73413,1,0,0,7,42
73414,0,0,0,0,6
73415,0,1,0,1,27
73416,1,0,0,5,44
73417,0,0,0,0,0
73418,0,0,0,1,31
73419,0,0,0,0,5
73420,0,0,0,1,31
73421,0,0,0,1,31
73422,0,0,0,0,0
73423,0,0,0,0,6
73424,0,0,0,1,31
73425,0,0,0,1,31
73426,0,0,0,1,31
73427,0,0,0,1,31
73428,0,0,0,1,31
73429,0,0,0,1,49
73430,0,0,0,0,2
73431,0,0,0,0,6
73432,0,0,0,1,49
73433,0,0,0,0,6
73434,0,0,0,0,6
73435,0,0,0,1,49
73436,0,0,0,2,48
73437,0,0,0,0,5
73438,0,0,0,0,1
73439,0,0,0,0,1
73440,0,0,1,0,49
73441,0,0,1,0,49
73442,0,0,1,0,49
73443,0,0,1,0,49
73444,0,0,0,0,2
73445,0,0,1,0,49
73446,0,0,0,0,2
73447,0,0,0,0,2
73448,0,0,0,0,1
73449,0,0,0,0,1
73450,0,0,0,2,48
73451,0,0,0,2,48
73452,0,0,0,2,48
73453,0,0,0,1,16
73454,0,0,0,1,16
73455,0,0,0,1,34
73456,0,0,1,1,48
73457,0,0,0,1,16
73458,0,0,1,1,48
73459,0,0,1,1,48
73460,0,0,0,3,47
73461,0,0,0,0,13
73462,0,0,0,0,13
73463,0,0,0,0,13
73464,0,0,0,0,24
73465,0,0,0,2,8
73466,0,0,0,1,24
73467,0,0,0,0,1
73468,0,0,0,0,1
73469,0,0,0,0,1
73470,0,0,0,1,49
73471,0,0,0,1,49
73472,0,0,0,1,49
73473,0,0,0,1,49
73474,0,0,0,0,10
73475,0,0,0,2,26
73476,1,0,2,5,42
73477,0,0,1,0,18
73478,1,0,2,5,42
73479,0,0,1,1,30
73480,0,0,0,1,16
73481,1,0,0,1,1
73482,0,0,0,0,8
73483,0,0,0,0,0
73484,0,0,0,1,49
73485,1,1,0,2,46
73486,0,0,0,1,49
73487,0,0,0,1,49
73488,1,1,0,2,46
73489,1,0,0,1,1
73490,0,0,0,1,49
73491,0,0,1,0,4
73492,0,0,1,0,4
73493,0,0,0,2,26
73494,0,0,0,0,0
73495,0,0,0,0,0
73496,0,0,0,1,49
73497,0,0,0,2,26
73498,0,0,0,1,49
73499,0,0,0,2,26
73500,0,0,0,2,26
73501,1,1,0,2,46
73502,0,1,0,4,45
73503,0,0,0,2,8
73504,0,0,0,2,26
73505,0,0,0,2,26
73506,0,0,0,2,48
73507,0,0,0,0,1
73508,0,0,0,0,6
73509,0,0,0,0,38
73510,0,0,0,1,49
73511,0,0,0,0,1
73512,0,0,0,0,9
73513,0,0,0,2,26
73514,0,0,0,2,19
73515,0,0,0,0,7
73516,0,0,0,0,38
73517,0,0,0,0,38
73518,0,0,0,3,8
73519,0,0,0,0,1
73520,0,0,1,2,37
73521,0,0,1,2,37
73522,0,1,0,1,27
73523,0,0,1,2,37
73524,0,0,0,1,5
73525,0,0,0,1,49
73526,0,0,0,1,49
73527,0,0,0,0,23
73528,0,0,0,1,1
73529,0,0,0,1,1
73530,0,0,0,3,13
73531,0,0,0,3,13
73532,0,0,0,0,14
73533,0,0,0,0,14
73534,0,0,0,0,0
73535,0,0,0,1,49
73536,0,0,0,5,26
73537,0,0,0,0,0
73538,0,0,0,0,0
73539,0,0,0,0,0
73540,0,0,0,0,1
73541,0,0,0,1,8
73542,0,0,0,1,8
73543,0,0,0,1,49
73544,0,0,0,0,0
73545,0,0,0,5,45
73546,0,0,0,4,19
73547,0,0,1,2,47
73548,0,0,1,2,47
73549,0,0,0,1,34
73550,0,0,0,0,3
73551,0,0,0,0,0
73552,1,1,0,2,46
73553,0,0,0,1,34
73554,1,1,0,2,46
73555,1,1,0,2,46
73556,0,0,0,4,46
73557,0,0,0,4,46
73558,0,0,0,1,49
73559,0,0,0,0,5
73560,0,0,0,0,14
73562,0,0,1,2,47
73563,0,0,0,0,14
73564,1,0,0,1,1
73565,1,0,0,1,1
73566,0,0,0,1,3
73567,0,0,0,1,14
73568,1,0,0,1,1
73569,1,0,0,1,1
73570,1,0,0,1,1
73571,0,0,0,0,6
73572,0,0,0,2,21
73573,0,0,0,0,0
73574,1,0,0,1,1
73575,1,0,0,1,1
73576,0,0,0,5,45
73577,0,0,0,5,45
73578,0,0,0,0,19
73579,0,0,2,4,44
73580,0,0,0,0,1
73581,0,0,0,1,8
73582,0,0,0,0,50
73583,0,0,0,0,26
73584,0,0,1,1,48
73585,0,0,1,1,48
73586,0,0,0,0,6
73587,0,0,2,2,28
73588,0,0,0,0,6
73589,0,0,0,0,6
73590,0,0,0,0,6
73591,0,0,0,0,6
73592,0,0,0,0,1
73593,0,0,1,0,4
73594,0,0,0,0,10
73595,0,0,0,0,1
73596,1,0,0,1,1
73597,0,0,0,1,29
73598,1,0,1,4,44
73599,0,0,0,0,6
73600,0,0,0,0,30
73601,0,0,0,0,50
73602,0,0,0,0,29
73603,0,0,0,1,49
73604,0,0,0,2,48
73605,0,0,0,2,48
73606,0,0,0,0,50
73607,2,0,0,1,47
73608,0,0,0,2,26
73609,0,0,0,1,4
73610,2,0,0,1,47
73611,0,0,0,0,29
73612,0,0,0,0,29
73613,0,0,0,0,0
73614,0,0,0,0,0
73615,0,0,0,0,0
73616,0,0,0,0,29
73617,0,0,0,0,0
73618,0,0,0,0,0
73619,0,0,0,0,0
73620,0,0,0,0,0
73621,0,0,0,0,0
73622,0,0,0,2,21
73623,0,0,0,0,50
73624,0,0,0,1,34
73625,0,0,0,1,2
73626,0,0,0,0,50
73627,0,0,0,1,32
73628,0,0,0,0,14
73629,0,0,0,0,1
73630,0,0,0,0,1
73631,0,0,0,0,50
73632,0,0,0,0,0
73633,0,0,0,0,50
73634,0,0,0,0,50
73635,0,0,0,0,1
73636,0,0,0,0,30
73637,0,0,0,0,0
73638,0,0,0,0,30
73639,0,0,0,0,30
73640,0,0,0,1,3
73641,0,0,0,2,48
73642,0,0,0,0,19
73643,0,0,0,1,1
73644,0,0,0,0,29
73645,0,0,0,0,0
73646,0,0,0,0,0
73647,0,0,0,3,37
73648,0,0,0,2,48
73649,0,0,2,0,20
73650,0,0,0,3,29
73651,0,0,0,3,29
73652,0,0,0,3,29
73653,0,0,0,0,0
73654,0,0,0,0,0
73655,0,0,0,0,0
73656,0,0,0,1,19
73657,0,0,0,1,19
73658,0,0,0,0,1
73659,0,0,0,0,1
73660,0,1,0,1,27
73661,0,0,2,1,10
73662,0,0,0,0,1
73663,0,0,0,3,47
73664,0,0,0,1,33
73665,0,0,0,3,47
73666,0,0,0,0,0
73667,0,0,0,0,0
73668,0,0,0,2,48
73669,0,0,0,5,45
73670,0,0,0,5,45
73671,0,1,2,6,41
73672,0,0,0,0,14
73673,0,0,0,0,14
73674,0,0,0,1,49
73675,0,0,0,0,14
73676,0,0,0,3,47
73677,0,0,0,3,47
73678,0,0,0,0,10
73679,0,0,0,2,48
73680,0,0,0,2,48
73681,0,0,0,0,22
73682,0,0,0,0,22
73683,0,0,0,1,18
73684,0,0,0,0,2
73685,0,0,0,0,2
73686,0,0,0,5,15
73687,0,0,0,5,15
73688,0,0,0,1,49
73689,0,0,0,1,49
73690,0,0,0,0,18
73691,0,0,0,0,18
73692,0,0,0,0,18
73693,0,0,0,0,3
73694,0,0,0,0,18
73695,1,0,1,2,46
73696,0,0,0,2,48
73697,0,0,0,0,1
73698,0,0,0,2,7
73699,0,1,0,1,27
73700,0,0,0,0,1
73701,0,0,0,0,1
73702,0,0,0,2,23
73703,0,0,0,3,47
73704,0,0,0,0,50
73705,0,0,0,0,50
73706,0,0,0,0,50
73707,0,0,0,5,45
73708,0,0,0,2,27
73709,0,0,0,0,8
73710,0,0,0,0,22
73711,0,0,1,2,37
73712,0,0,0,0,22
73713,0,0,1,2,37
73714,0,0,0,0,41
73715,0,0,1,2,37
73716,0,0,0,2,27
73717,0,0,0,0,28
73718,0,0,0,0,50
73719,0,0,1,1,48
73720,0,0,0,0,13
73721,0,0,1,2,37
73722,0,0,0,5,26
73723,0,0,0,0,29
73724,0,0,0,0,29
73725,0,0,0,0,2
73726,0,0,0,0,0
73727,0,0,0,0,12
73728,0,0,0,0,14
73729,0,0,0,0,6
73730,0,0,0,0,0
73731,0,0,0,0,0
73732,0,0,0,0,0
73733,0,0,0,0,6
73734,0,0,0,0,0
73735,0,0,0,0,5
73736,0,0,0,0,6
73737,0,0,0,0,6
73738,0,0,0,0,0
73739,0,0,0,1,49
73740,0,0,0,2,39
73741,0,0,0,0,2
73742,0,0,0,0,3
73743,0,0,0,0,2
73744,0,0,0,1,49
73745,0,0,0,1,49
73746,0,0,0,0,5
73747,0,0,0,0,5
73748,0,0,0,2,41
73749,0,0,0,0,5
73750,0,0,0,0,5
73751,0,0,0,0,0
73752,0,0,1,1,48
73753,0,0,0,0,3
73754,0,0,0,2,48
73755,0,0,0,0,4
73756,0,0,0,0,7
73757,0,0,0,0,2
73758,0,0,0,0,50
73759,0,0,0,3,47
73760,0,0,0,4,46
73761,0,0,0,4,46
73762,0,0,1,0,49
73763,1,0,0,2,11
73764,0,0,1,0,49
73765,0,0,0,4,46
73766,0,0,0,4,46
73767,1,0,1,1,47
73768,0,0,0,4,46
73769,0,0,1,3,19
73770,0,0,0,0,3
73771,0,0,0,4,46
73772,0,0,0,1,0
73773,0,0,0,2,41
73774,0,0,0,0,1
73775,0,0,0,0,22
73776,0,0,0,0,1
73777,0,0,0,1,17
73778,0,0,1,0,15
73779,0,0,0,0,1
73780,0,0,0,1,11
73781,0,0,4,3,32
73782,0,0,0,2,6
73783,0,0,0,1,10
73784,0,0,0,0,10
73785,0,0,0,0,10
73786,0,0,0,0,10
73787,0,0,0,0,10
73788,0,0,0,0,0
73789,0,0,1,1,48
73790,0,0,0,0,0
73791,0,0,1,1,48
73792,0,0,1,1,48
73793,0,0,1,1,48
73794,0,0,0,0,10
73795,0,0,3,4,43
73796,0,0,3,4,43
73797,0,0,3,4,43
73798,0,0,3,4,43
73799,0,0,3,4,43
73800,0,0,3,4,43
73801,1,0,0,0,10
73802,0,0,3,4,43
73803,0,0,0,0,2
73804,1,1,0,4,44
73805,1,1,0,4,44
73806,0,0,0,0,0
73807,0,0,0,0,0
73808,0,0,0,0,50
73809,0,0,0,0,0
73810,1,1,0,4,44
73811,0,0,0,2,48
73812,0,0,0,0,50
73813,0,0,0,2,48
73814,0,0,0,0,50
73815,0,0,0,2,48
73816,0,0,0,0,8
73817,0,0,0,0,5
73818,0,0,0,0,5
73819,0,0,0,0,5
73820,0,0,1,4,45
73821,0,0,0,0,5
73822,0,0,0,1,1
73823,0,0,1,4,45
73824,0,0,1,4,45
73825,0,0,0,0,5
73826,0,0,0,2,41
73827,0,0,0,0,2
73828,0,0,0,0,2
73830,0,0,0,0,27
73831,0,0,0,0,0
73832,0,0,0,0,0
73833,0,0,0,0,3
73834,0,0,0,2,48
73835,0,0,0,0,3
73836,0,0,0,0,3
73837,0,0,0,0,3
73838,0,0,0,0,3
73839,0,0,0,0,3
73840,0,0,0,2,7
73841,0,0,0,0,1
73842,0,0,0,2,7
73843,0,0,0,0,1
73844,0,0,0,0,1
73845,0,0,0,0,1
73846,0,0,0,0,7
73847,0,0,0,0,7
73848,0,0,2,4,44
73849,0,0,0,1,49
73850,0,0,0,0,13
73851,0,0,0,0,0
73852,0,0,0,2,41
73853,0,0,0,0,1
73854,0,0,1,3,37
73855,0,0,0,0,1
73856,0,0,0,2,48
73857,0,0,0,2,48
73858,0,0,0,1,49
73859,0,0,0,1,49
73860,0,0,0,1,49
73861,0,0,0,1,5
73862,0,0,0,0,23
73863,0,0,0,0,23
73864,0,0,0,0,23
73865,0,0,0,2,41
73866,0,0,0,2,48
73867,0,0,0,2,7
73868,0,0,0,0,3
73869,0,0,0,0,3
73870,0,0,0,0,3
73871,0,0,0,0,3
73872,0,0,1,2,47
73873,0,0,1,2,47
73874,0,0,1,2,47
73875,0,0,0,4,46
73876,0,0,1,2,47
73877,0,0,0,0,15
73878,0,0,0,0,3
73879,0,0,0,0,3
73880,0,0,0,0,3
73881,0,0,0,0,3
73882,0,0,0,0,3
73883,0,0,0,0,3
73884,0,0,0,1,49
73885,0,0,0,1,15
73886,0,0,0,1,49
73887,0,0,0,0,3
73888,0,0,0,0,3
73889,0,0,0,0,4
73890,0,0,0,2,48
73891,0,0,0,2,48
73892,0,0,0,2,21
73893,0,0,0,0,50
73894,0,0,1,3,19
73895,0,0,0,0,50
73896,0,0,0,2,21
73897,0,0,0,1,2
73898,0,0,0,3,47
73899,0,0,1,0,17
