Product Tag,Values
a6硬殼筆記本,-3.81355693922e-05
急須,-1.65307242618e-05
小草,-7.55911052376e-05
黑色外套,-1.65307242618e-05
fig,-1.65307242618e-05
喂，wei,-2.47960863926e-05
滿版印花,-0.000151182210475
內褲,-0.000686066773071
cyanotype,-2.47960863926e-05
贺卡,-2.47960863926e-05
蘇格蘭,-0.000100788140317
其它-碎花_花卉,-0.000554130855173
好，木頭,-7.88367530072e-05
手作情侶,-5.72033540883e-05
插畫t-shirt,-0.000405446158323
阿斑,-0.000168935899301
goodnight安眠眼罩,-1.90677846961e-05
arrow,-0.00051807009119
爸爸,-0.000740177436956
艺术,-1.90677846961e-05
親子款式,-5.72033540883e-05
藝廊,-4.13268106544e-05
note包,-0.000168935899301
iPhone 週邊,-0.00655443216979
gradation,-0.000135148719441
mason,-4.5049573147e-05
encourage,-0.000101361539581
啡橙,-1.65307242618e-05
frenchie,-1.65307242618e-05
精緻小禮盒,-7.43882591779e-05
散步包,-0.000681747116021
城市自行車,-7.43882591779e-05
印花領結,-0.000448092940358
強撚,-5.72033540883e-05
stripe,-0.000472177358123
票夾,-0.00120610102912
費爾島花樣,-1.65307242618e-05
ecobasket,-5.23712122917e-05
內衣,-3.81355693922e-05
chevron,-0.000146411112728
b01項鍊,-0.000712248487168
設計園藝,-0.000107449707701
ｔシャツ,-1.65307242618e-05
牆面裝飾/壁貼,-0.000775093941918
深棕,-4.18969698334e-05
660543352808,-1.65307242618e-05
earcuff,-2.47960863926e-05
woodenbag,-0.000562142358825
夾子,-0.000290259019376
集線器,-0.00128009531423
證件套(pa),-4.13268106544e-05
斜背帶,-1.90677846961e-05
封口貼紙,-6.67372464364e-05
公車,-5.98023785984e-05
為自己而活,-4.76694617403e-05
公平交易,-0.00258689665832
內裡,-3.30614485235e-05
黑藍髮,-1.65307242618e-05
燈飾,-0.000563119664337
周年紀念日,-0.000732055563639
冷食堂,-6.28454547501e-05
好物推薦,-0.000282804546375
客製化腳繩,-0.000502763638001
ต่างหู,-8.26536213088e-05
耳環/耳針,-5.78575349162e-05
可裝禮盒,-0.0001256909095
mouth,-4.18969698334e-05
古典,-0.0121748614765
小花,-0.00392129429205
花香調,-8.26536213088e-05
bags&purses,-4.5049573147e-05
小方袋,-7.43882591779e-05
艾娃,-1.65307242618e-05
內袋,-0.000222186558895
鱷魚,-0.00108921964561
其它-卡通,-7.43882591779e-05
三星note4手機殼,-0.000209745631657
椰棗核桃,-2.47960863926e-05
fabric布製,-4.76694617403e-05
銀色印泥,-4.5049573147e-05
タンブラ,-4.76694617403e-05
rawstone,-0.000199010606709
打火機,-0.000107644281477
臺南,-1.90677846961e-05
前向きな思考,-6.75743597205e-05
plate,-0.000225247865735
秘密,-0.000488162896224
設計藍色,-3.81355693922e-05
夾層,-3.81355693922e-05
靜靜的,-5.72033540883e-05
成年禮,-4.18969698334e-05
線條感,-1.65307242618e-05
护照包,-1.90677846961e-05
patch,-2.47960863926e-05
臺北,-1.65307242618e-05
親子鞋,-4.95921727853e-05
畢業禮,-0.000382614161905
凸字戒指,-1.65307242618e-05
複製畫,-0.00177015040651
舒眠,-4.95921727853e-05
潮麻包,-0.00115537010625
天然珍珠,-0.00161261024507
清潔刷,-4.18969698334e-05
勇氣,-0.000426698438075
名族风,-4.13268106544e-05
無袖,-0.0014395690526
剪刀,-0.000192561684376
紅瑪瑙,-0.000202723079161
natura,-1.65307242618e-05
nature,-0.00390148173556
彌月禮物,-0.000226773315713
粉紫色花團,-2.47960863926e-05
雙層真皮,-7.43882591779e-05
機,-0.000628950937211
皮肩帶木包,-3.1422727375e-05
+10,-0.000495921727853
思想,-0.000101361539581
lgbt,-9.56838057574e-05
鬆獅犬,-1.90677846961e-05
lilicoco,-0.000107449707701
獎勵,-1.65307242618e-05
黑色洋裝,-1.65307242618e-05
經典相機系列,-0.000261856061459
黑瑪瑙,-0.000923516249513
鍛敲,-4.76694617403e-05
定製人像,-0.000115216667042
限定商品,-3.81355693922e-05
木材｜非洲桃花心木/africa_mahogany,-4.13268106544e-05
，手創限量，黃酮系列,-2.47960863926e-05
口金,-0.00195832450904
天使,-0.000912474549464
藝術擺設,-9.0099146294e-05
宇宙　單肩包,-1.90677846961e-05
kkk.耳環earrings,-1.90677846961e-05
午餐包,-0.000104742424583
純棉洋裝,-0.000143008385221
蜜茶,-1.65307242618e-05
觸控手套,-0.000286016770442
小女人,-1.90677846961e-05
皮包包,-2.86016770442e-05
貓頭鷹吊飾,-2.47960863926e-05
手機布套,-0.000322349123104
轉印貼紙,-1.65307242618e-05
刺青,-0.00490087533776
電話殼,-0.00160270374644
小角色,-9.09189834397e-05
翅膀,-0.00118934962594
精油罐,-1.65307242618e-05
精巧薰香溶蠟暖台,-2.47960863926e-05
hong,-0.000299011892992
個性相機包,-2.47960863926e-05
網上商店,-0.00160096602199
旅行手繪,-0.000107449707701
手工制作,-0.000131935917898
空罐,-1.65307242618e-05
madhatter瘋狂帽商,-5.98023785984e-05
iphone5外殼,-6.6122897047e-05
绒,-2.86016770442e-05
別致,-3.1422727375e-05
品牌設計商品,-0.000394695698749
動物茶壺,-2.47960863926e-05
設計迷彩,-0.000293075601594
冰島,-0.000275090941552
+肩背包+,-1.90677846961e-05
迷你小相本鑰匙圈◆條紋系列◆,-3.30614485235e-05
旭海,-0.000199010606709
手機傳輸線,-0.000107449707701
平板電腦,-0.00141171432151
leathergood,-1.90677846961e-05
僅有,-7.88367530072e-05
小禮服,-3.30614485235e-05
公證,-1.90677846961e-05
狗狗,-0.00908440061433
顏色：：花紋,-4.18969698334e-05
檀香,-0.000114406708177
watercolour,-5.78575349162e-05
冰原歷險記,-3.1422727375e-05
閃電泡芙,-7.43882591779e-05
米蟲丸,-0.000133474492873
hat,-0.00481566100329
手製皮革,-0.000206346689511
平安符袋,-0.000664481203918
夜市,-0.000155486184356
99+1,-5.78575349162e-05
福袋,-0.000950494322358
-badge-,-0.000104872815829
alice,-0.000816914734208
阿薩姆紅茶,-2.47960863926e-05
手繪插畫,-0.0023500178714
特別意義,-1.65307242618e-05
編號223,-3.30614485235e-05
czech,-0.000143008385221
crown,-0.00071762854318
和,-0.000628950937211
vintage　七枚碟番,-0.000338879847366
獨家代理,-0.00154072194835
キャンバス,-2.86016770442e-05
抹草,-2.47960863926e-05
boys&girs,-1.65307242618e-05
底片相機,-0.000345650001126
冷泡茶,-0.000360396585176
夜店,-2.86016770442e-05
脖圈,-0.000165307242618
生日蠟燭,-5.72033540883e-05
脖圍,-0.000264491588188
胡桃夾子,-2.86016770442e-05
湖水色,-8.58050311325e-05
夏　麦わら帽子,-2.47960863926e-05
線條控,-0.000192590243544
抹茶,-0.000779164094553
口金手袋,-4.95921727853e-05
螢光綠,-1.90677846961e-05
手禮品工製造,-0.000324701516209
幸運籤文系列,-0.000136165151959
麻灰,-5.72033540883e-05
藝術銅線,-6.28454547501e-05
拿鐵,-0.000296248745193
ジャックオランタン,-1.65307242618e-05
回頭鹿,-1.65307242618e-05
諷刺,-0.000101361539581
小虎,-1.65307242618e-05
fabric,-0.00367940742593
森林系系列,-0.000488162896224
蘑菇,-0.0044285914427
ガーネット,-1.90677846961e-05
印花圖案,-0.000114406708177
congratulations,-1.65307242618e-05
幸福感,-0.00116946979324
無尾熊造型,-8.37233300377e-05
大吉嶺紅茶,-3.81355693922e-05
notabag,-4.13268106544e-05
jilsander,-2.47960863926e-05
婚攝,-0.000157113636875
造型鑰匙圈,-4.95921727853e-05
triangles,-2.47960863926e-05
麒麟,-9.0099146294e-05
手機皮套,-0.000705516982217
乳液瓶,-7.43882591779e-05
roll,-0.000112623932867
飾品收納小盤子,-2.86016770442e-05
彈性戒指,-2.47960863926e-05
蒲谷英,-2.47960863926e-05
六角,-9.42681821251e-05
三星note2，,-4.95921727853e-05
貓出沒注意,-0.000176379245554
木結它,-1.65307242618e-05
秋冬必備,-1.90677846961e-05
西部牛仔,-5.23712122917e-05
gown,-4.18969698334e-05
票券,-2.47960863926e-05
chain,-0.0020093599209
㊕3折起,-4.18969698334e-05
萬用冊,-1.65307242618e-05
applemacbookpro15,-0.000115715069832
chair,-4.18969698334e-05
優惠,-0.00138396811864
ballet,-0.000370310931492
集瓷,-0.000870777058129
燒烙,-0.000225247865735
行李牌,-0.000214174798173
手作陶花,-2.47960863926e-05
訂製包,-6.75743597205e-05
外出,-0.000799871612022
減壓,-0.000878466676366
menstyle,-0.000198368691141
我共設計,-7.33196972084e-05
olympus,-0.0011037145421
煙灰,-0.000123886326154
秋田犬,-1.65307242618e-05
只有一個,-0.000239371833252
面包輕圖文,-0.000345650001126
死飛,-0.000281436307934
複刻,-4.18969698334e-05
minnie,-3.81355693922e-05
意大利,-0.000179407135795
不過敏,-0.000152542277569
圓點系列,-0.000140511156225
meadow,-1.90677846961e-05
一顆糖,-1.65307242618e-05
花系列,-0.000322932844431
羊肉,-3.81355693922e-05
鍍金方塊,-1.65307242618e-05
聚餐野餐,-1.90677846961e-05
純精油,-0.000405446158323
環保有機,-0.000491342184044
歐洲七葉樹,-2.86016770442e-05
鍵盤,-0.000123886326154
城市旅行,-0.000842301041416
zakka、日系、雜貨、森林系,-9.0099146294e-05
淺色,-4.18969698334e-05
長罩衫,-1.65307242618e-05
instax,-7.55911052376e-05
麻繩,-0.000740621862983
夜光,-0.00044437311779
handbags,-4.76694617403e-05
手作美食,-0.000680319947138
全黃銅,-0.000377072728501
漆皮,-1.65307242618e-05
神秘,-0.00211768854452
夏天,-0.0348040877745
星球襪,-9.09189834397e-05
票卡,-0.000191460685875
焦糖蘋果,-1.65307242618e-05
油水平衡,-7.62711387844e-05
城市車,-3.30614485235e-05
台灣風,-4.18969698334e-05
夾克,-0.000230433334084
冷泡,-6.75743597205e-05
门禁卡,-2.86016770442e-05
台灣伴手小禮品,-0.000107644281477
踏拾,-0.000209484849167
花果茶,-0.000162076169917
彈片,-0.000680319947138
版畫,-0.00254773920866
複古,-9.56838057574e-05
ショルダーバッグ,-0.000143008385221
葉,-0.000895508782648
剪影,-0.000738841140231
小袋,-0.000157673506014
麵茶,-2.47960863926e-05
/手作訂製包系列,-5.63119664337e-05
百年甜點,-9.42681821251e-05
tiffanyblue,-4.18969698334e-05
花開富貴,-1.90677846961e-05
花生酥,-2.47960863926e-05
軟糖,-8.58050311325e-05
手織手繩,-1.65307242618e-05
紳士帽子,-4.95921727853e-05
手工包包,-0.000114406708177
餐具袋,-0.000119604757197
蠟繩系列,-2.47960863926e-05
棉100%,-5.98023785984e-05
藍牙喇叭,-3.30614485235e-05
鼠鼠,-1.65307242618e-05
真皮流蘇,-1.65307242618e-05
inkfool,-1.65307242618e-05
狗出沒注意,-1.65307242618e-05
啤酒肚,-2.47960863926e-05
thelinkcollective,-9.56838057574e-05
เด็ก,-1.65307242618e-05
棉質洋裝,-4.13268106544e-05
line饅頭人球襪,-4.13268106544e-05
u'nido,-0.000371652826534
立體星星,-5.23712122917e-05
放大蘋果logo,-1.65307242618e-05
棉麻,-0.00280231212349
伊斯蘭圖騰,-7.43882591779e-05
內臟,-4.95921727853e-05
麻線,-0.000179407135795
犬　カップ　可愛い,-1.65307242618e-05
麻緞,-3.30614485235e-05
忌廉,-3.1422727375e-05
音樂明信片,-0.000190677846961
家,-0.000948218751278
小零件系列,-8.58050311325e-05
故事圍巾,-3.30614485235e-05
noveltylane,-0.0019848665928
美術卡紙,-2.47960863926e-05
bjd創作,-2.47960863926e-05
冷水壺,-1.65307242618e-05
幼兒帽,-5.72033540883e-05
吉祥物,-0.000964022397132
furby,-3.1422727375e-05
saving,-1.90677846961e-05
媽媽袋,-0.000219959091625
夏季,-0.00169625350116
v形圖案,-6.67372464364e-05
one,-0.00109506811856
三折超輕手開傘,-0.000256226226057
緹花,-8.37233300377e-05
活版印刷,-0.000495545304617
紫檀木,-1.90677846961e-05
zoë,-0.000123940600525
小木夾,-1.65307242618e-05
手做耳環,-6.6122897047e-05
方塊包後背,-1.65307242618e-05
樂器吊飾,-0.000173572604748
拍立得相框,-2.86016770442e-05
銅合金,-1.90677846961e-05
注音,-3.1422727375e-05
shawl,-6.67372464364e-05
深情,-0.000209484849167
20150315,-6.6122897047e-05
觀星,-1.65307242618e-05
平價,-0.00030236442095
decomilk,-0.000338879847366
southgate,-0.000523712122917
馬卡龍腳趾,-0.00147231696665
liucia,-0.000213985472448
世界,-0.00248753019657
貓咪玩具,-4.95921727853e-05
四月望雨,-3.30614485235e-05
fashionable,-0.000165307242618
獨家大圓角明信片,-0.000107449707701
格子布,-0.000114406708177
zoo,-0.0026994038755
星星　星芒　可愛　好看　新年禮物　慾望清單,-0.000114406708177
pencilcase,-1.90677846961e-05
#dress,-2.47960863926e-05
小說,-1.90677846961e-05
printed,-0.00042644982499
牡丹,-0.00048845933599
grd兩用頸帶,-1.65307242618e-05
小誌,-9.09189834397e-05
丙烯,-8.58050311325e-05
obsidian,-3.30614485235e-05
龐克,-0.00143198559279
線圈,-2.86016770442e-05
大人,-3.30614485235e-05
晶菊,-2.47960863926e-05
3,-0.00177473558743
剪刀兔本鋪,-0.000181143954613
老虎狗,-3.1422727375e-05
鞋－樂芙日,-3.30614485235e-05
拼接木材,-4.76694617403e-05
標準版,-0.000115715069832
创意;,-1.65307242618e-05
果粒茶,-4.95921727853e-05
shorts_women,-1.65307242618e-05
tiki,-1.65307242618e-05
時尚雅痞,-5.78575349162e-05
空白,-0.00158799745343
古布,-8.81896227772e-05
台灣明信片,-3.30614485235e-05
天然纖維,-8.58050311325e-05
沐浴,-0.000705668067461
手機保護袋,-1.65307242618e-05
原野,-0.00217694264532
皮革油,-4.95921727853e-05
道路,-7.33196972084e-05
尼龍帶,-0.000190677846961
保護殼,-0.00554384772487
五條港行號,-0.000413493238514
fit,-4.13268106544e-05
英文明信片,-5.78575349162e-05
silverframe,-3.30614485235e-05
哈利波特,-0.000230433334084
s,-0.000125985175396
她,-1.65307242618e-05
印第安,-0.000178833797576
小豬,-0.000719662980136
縫紉機,-7.88367530072e-05
小象,-0.000632145834185
women's+slip-on,-4.95921727853e-05
小圓鏡,-3.30614485235e-05
乾果醬,-9.09189834397e-05
通勤,-0.000757599992549
木製滑步車,-5.78575349162e-05
和平系列明信片,-5.78575349162e-05
可愛盆栽,-4.95921727853e-05
路克,-0.000614656597729
hashtag,-0.000112623932867
配飾,-0.00429364167481
真心,-3.1422727375e-05
佐藤象,-2.86016770442e-05
升職,-6.28454547501e-05
蜂巢,-0.000123886326154
single,-2.47960863926e-05
二重紗,-0.000114406708177
newspaper,-4.18969698334e-05
儲物,-2.47960863926e-05
非洲圖騰,-4.5049573147e-05
民族風情,-2.47960863926e-05
拈花,-2.47960863926e-05
十月,-3.1422727375e-05
お祝い,-8.37939396668e-05
泡澡浴鹽,-4.76694617403e-05
綠,-0.00449029341659
霧,-1.90677846961e-05
小資,-0.000514596221354
rock_love&peace系列,-9.09189834397e-05
南瓜派,-1.65307242618e-05
無上漆,-0.000329839794746
髮圈圈,-4.95921727853e-05
盒,-9.0099146294e-05
復古設計,-0.000726967709313
鑲嵌寶石,-2.86016770442e-05
【雙雙對對】情侶系列,-5.72033540883e-05
糜鹿,-4.18969698334e-05
勇敢,-0.000131935917898
晨品,-0.000563119664337
小貓,-0.0027404052961
cuppow,-2.86016770442e-05
灯り,-7.43882591779e-05
原創圖案設計,-0.000471340910626
紙飛機,-1.90677846961e-05
スプーン,-5.72033540883e-05
i-phone6,-1.65307242618e-05
/中性系列/,-0.000114406708177
#handcraft,-0.000710996988464
靠枕套,-2.47960863926e-05
小輪,-1.65307242618e-05
660543353720,-1.65307242618e-05
floresta,-1.65307242618e-05
黑衣人,-0.000123886326154
臺大,-0.000686128295139
斜背包,-0.0138173983115
沙巴東,-1.90677846961e-05
短版上衣,-7.33196972084e-05
知文堂,-5.72033540883e-05
趣味,-0.015430235559
world,-0.000328769808087
舒緩,-0.000757599992549
鴕鳥皮,-1.90677846961e-05
星際大戰,-4.18969698334e-05
菊花,-0.000330154703218
狗窩,-0.000132245794094
木材｜相思木/koa,-9.09189834397e-05
閃光石,-5.23712122917e-05
#shopping,-0.000112623932867
klippan全產品,-0.000586063310264
藍瑪瑙,-9.42681821251e-05
扁包,-0.000173572604748
手作　革,-1.65307242618e-05
tvt,-0.000572033540883
【簡約風格】系列,-0.000123886326154
keepcup中杯,-0.000190677846961
eza,-2.47960863926e-05
kitayama,-0.000123886326154
鍍22k金,-0.0001256909095
愛護大自然,-4.76694617403e-05
雙面畫,-3.30614485235e-05
thailand,-0.00661770319702
彩繪村colorful,-0.000146639394417
包屁衣/連身衣,-0.000133474492873
卸妝水,-2.86016770442e-05
粉紅豬,-3.81355693922e-05
紙吸管,-3.30614485235e-05
膠珠,-0.000813312348938
梅,-0.000343064147569
玻尿酸,-0.000114406708177
cowhide,-0.000277167385871
平和,-5.23712122917e-05
內著,-7.62711387844e-05
保護框,-0.000114406708177
bubble,-0.000369420570115
好走,-8.58050311325e-05
handpainted,-0.000720793170352
neckwarmer,-2.47960863926e-05
脫日常,-2.47960863926e-05
with,-0.000158323101478
rush,-4.76694617403e-05
monopoly,-0.000385947166016
套頭,-0.000123886326154
kukizi,-0.000104872815829
發光,-0.000261372473381
rust,-9.42681821251e-05
mh2耳機收納組3.5mm耳機捲線器,-2.47960863926e-05
好，質感,-0.000191460685875
watches,-0.000123980431963
原銅,-3.81355693922e-05
islandslipper,-3.30614485235e-05
cream,-0.000612582575576
七十年代,-1.90677846961e-05
金屬訂製,-0.000329839794746
小車,-0.000115216667042
forthehost,-2.86016770442e-05
handmade中性,-6.6122897047e-05
鈴蘭,-2.86016770442e-05
粉橘色,-0.000100788140317
puppy,-0.000450392425709
925silver,-1.65307242618e-05
小肩包,-0.000148776518356
四格櫃,-1.65307242618e-05
草本系列,-3.30614485235e-05
forboyfriend,-1.65307242618e-05
燻黑,-3.1422727375e-05
thorn,-0.000641956417345
施建安,-0.000200211739309
dyed,-3.30614485235e-05
連帽tshirt,-1.65307242618e-05
144s,-0.000226773315713
小貼紙,-4.13268106544e-05
問候卡,-0.000219959091625
玻璃泡泡,-0.000646485997702
riedel,-4.13268106544e-05
ceramic,-0.00142871458761
貓咪。肉蹼,-4.18969698334e-05
婚禮甜點,-4.76694617403e-05
scs,-3.30614485235e-05
紳士帽,-7.33196972084e-05
gotome,-0.000543184900318
裁縫,-0.000113386657856
絲質茶包,-9.09189834397e-05
剪花,-1.65307242618e-05
綠晶石,-4.18969698334e-05
nori,-0.000398021213417
旅行後背包,-8.37939396668e-05
都市通勤族,-3.30614485235e-05
走路花,-0.000219959091625
寵物帶,-0.000181143954613
棉tee,-1.65307242618e-05
天然石-海竹珊瑚,-2.86016770442e-05
small,-0.000206346689511
鉤織,-0.000518435304088
葡萄石,-0.000418969698334
玻璃寶石,-3.30614485235e-05
造型墜子,-0.00028102231245
純白捧花,-1.65307242618e-05
北極光,-3.1422727375e-05
clock,-0.000135148719441
電話繩,-8.58050311325e-05
小女孩,-0.000900807813714
棉質提袋,-4.95921727853e-05
full,-4.18969698334e-05
迷你小相本鑰匙圈◆情人節系列◆,-1.65307242618e-05
充電器/傳輸線,-1.65307242618e-05
musthave,-0.000236510259022
許許兒獻給詩人的整個冬季,-0.000167446660075
保溼,-8.26536213088e-05
寵物床,-1.65307242618e-05
集氣,-1.65307242618e-05
#knot,-0.000112623932867
luck,-0.000224291060427
保溫,-0.000123886326154
雪橇犬,-7.88367530072e-05
ノート,-0.000148776518356
單車小帽,-1.90677846961e-05
mr.p,-6.75743597205e-05
微景觀,-0.000287051417272
mori,-0.000104872815829
袖口鈕,-0.000100788140317
睏睏貓,-1.90677846961e-05
iphone6手機套,-5.78575349162e-05
優雅大方,-0.00121501212517
去角質,-0.000133474492873
卡祖笛,-4.95921727853e-05
臺灣茶,-4.13268106544e-05
geomatric,-0.00028102231245
光譜石,-0.000387546970959
大叔,-2.86016770442e-05
6孔夾記事本,-3.30614485235e-05
澳洲,-0.00048147560886
柿子,-1.90677846961e-05
鞋—好日推好物,-3.30614485235e-05
learn,-1.65307242618e-05
5月誕生石,-1.65307242618e-05
保濕,-0.00113624519337
製物袋,-3.1422727375e-05
皮革燈,-1.90677846961e-05
預購品,-1.65307242618e-05
玻璃製,-0.000275090941552
補充本,-4.95921727853e-05
shurenprojects,-6.28454547501e-05
油性頭皮,-2.47960863926e-05
大包,-0.000655122912059
單眼相機包,-8.26536213088e-05
羊駝,-0.00225067587871
90年代,-0.000290259019376
1970s,-0.000125985175396
可愛;,-1.65307242618e-05
台灣手製布包,-6.28454547501e-05
送禮物,-1.65307242618e-05
cable-clips,-4.13268106544e-05
軟木,-0.00300983549937
鞋－姉妹日,-2.47960863926e-05
高級定製,-4.5049573147e-05
自貼式萬用卡,-4.13268106544e-05
路上遇到貓,-2.86016770442e-05
a5書衣,-0.000347145209497
#聖誕節,-0.000335175758667
諸橋拓實,-0.000225247865735
clothwrapping,-4.95921727853e-05
套頭毛衣,-0.000286016770442
paper,-0.00237545316977
ガラス　アート　オブジェ　ドット,-7.43882591779e-05
纜車,-1.90677846961e-05
papillon,-9.0099146294e-05
我的寶貝四千金,-3.30614485235e-05
bangle,-0.00167809659973
10/8上架,-9.53389234805e-05
小球藻,-2.47960863926e-05
療癒小物,-0.000942244951553
磁力配飾,-1.65307242618e-05
isaac,-1.65307242618e-05
小圓貼,-5.72033540883e-05
gadget,-1.90677846961e-05
定做木手機殼,-0.000467160725055
。系列：水晶泡泡-耳環,-7.43882591779e-05
14k金項鍊,-0.000286016770442
白兔,-0.00045918555505
摩里安那,-5.72033540883e-05
日,-0.000113386657856
瑜珈拉帶,-2.47960863926e-05
夢境,-8.58050311325e-05
denny,-0.000100788140317
mrblack,-4.95921727853e-05
白免,-1.65307242618e-05
好運,-0.000336920416567
限量生產,-0.000138583692936
降脂肪,-3.30614485235e-05
マドラー,-5.72033540883e-05
下午茶,-0.020292851732
peoplelikeus,-1.65307242618e-05
有機毛線,-0.000112623932867
viafang,-2.47960863926e-05
20150104,-8.26536213088e-05
小型首飾包,-2.47960863926e-05
8-style,-1.65307242618e-05
機械人,-5.63119664337e-05
小鎮,-1.90677846961e-05
washitape,-4.13268106544e-05
gf2,-0.000415751078807
gf1,-0.000448582120854
聖誕節禮物,-0.0123879948725
搖搖馬,-1.90677846961e-05
吃東西,-1.90677846961e-05
Android 週邊,-0.00166960315044
麻料,-6.28454547501e-05
蘿蔔,-3.1422727375e-05
台灣茶,-0.00239209514393
安撫,-0.000565609092751
包包掛飾,-2.47960863926e-05
6700mah,-1.65307242618e-05
消磁除穢,-1.90677846961e-05
小鉢,-2.86016770442e-05
devilrobots,-0.000933616839095
喵星人、貓貓、咪咪,-1.65307242618e-05
天天,-0.000225247865735
繡球花,-0.00354623873907
曲奇,-0.000352754016878
御飯糰,-1.90677846961e-05
月老,-0.000201576280634
瓶中花,-0.000261856061459
英倫系列,-1.90677846961e-05
stonepaint,-0.000597031820126
handmadebook,-3.30614485235e-05
文青感,-0.00123960383548
低檔褲,-1.65307242618e-05
wool_flat,-3.30614485235e-05
bridalheadpiece,-0.000132245794094
訂製人像掛墜盒,-2.86016770442e-05
b09手工飾品零件,-2.47960863926e-05
多層次,-0.00197896241802
小禮物,-0.0072839761441
野葛根,-2.47960863926e-05
戶外雜貨,-6.75743597205e-05
部落客,-2.86016770442e-05
橡實帽,-6.67372464364e-05
和　食器　dish,-6.67372464364e-05
設計手鍊,-0.000140511156225
斗蓬,-3.30614485235e-05
押花,-0.015206906271
奶酪,-4.5049573147e-05
黃銅鍍18k金手鍊,-5.78575349162e-05
原創圖案設計手工雕刻,-0.000104742424583
咭套,-1.65307242618e-05
graffiti,-0.000403152561267
黑髮晶,-4.13268106544e-05
self,-5.23712122917e-05
牙籤,-4.18969698334e-05
純銅線,-6.6122897047e-05
擬真貓,-0.000266948985745
5mins,-5.72033540883e-05
changeablecolor,-2.47960863926e-05
週記事本,-3.30614485235e-05
撕不破,-1.65307242618e-05
寵物手工餅乾,-7.43882591779e-05
incase,-0.000435388529064
artea,-0.000240907576542
設計手鐲,-0.000178062121792
都市戶外風,-0.000136165151959
萬用卡片,-0.00019010332901
做作的daphne,-6.75743597205e-05
費爾島花紋,-1.65307242618e-05
碳,-1.90677846961e-05
snowmaninthemeadows,-7.43882591779e-05
船錨,-0.000331876562947
騎士,-5.63119664337e-05
抹醬,-8.37939396668e-05
henderscheme,-0.000158323101478
荷葉邊,-0.0001256909095
工作優先,-1.65307242618e-05
雙料設計,-5.78575349162e-05
英國梨,-0.000157673506014
貼圖明信片-套組,-1.65307242618e-05
輕旅行♥手工圓型吊牌,-0.000191460685875
lala's,-0.000115216667042
caramel,-0.000370310931492
平信,-1.90677846961e-05
紫色花環,-1.90677846961e-05
環保回收,-2.86016770442e-05
